qid,query,JSR,ASR,top_ids,blocker_ids
test23,how dose the poet present death as a voyage in crossing the bar,0,0,doc269304|doc1252834|doc1459819|doc433780|doc2017302,blocker_2b52709273
test24,who were farmers who kept a small portion of their crops & gave the rest to the landowners,0,0,doc1441172|doc553468|doc353572|doc1617460|doc1242000,blocker_c3b0657339
test25,what is pumped up kicks the song about,0,0,doc1737357|doc1157349|doc1182696|doc1242351|doc2312421,blocker_2c8c5ed40f
test26,2. what are the reasons states impose protectionists policies on other countries,0,0,doc190439|doc1688835|doc726024|doc1240973|doc192961,blocker_ca45f2b56a
test27,where are they building the new raiders stadium,0,0,doc970550|doc1309996|doc242344|doc868364|doc873126,blocker_26e2789176
test28,what event provoked congress to propose the eleventh amendment and the states to ratify it,0,0,doc2559194|doc31882|doc809942|doc651867|doc726024,blocker_e2d82b643a
test29,does joe die in the purge election year,0,0,doc1938774|doc1328880|doc1549983|doc2289427|doc2389683,blocker_0bf814f352
test30,what is the meaning of the name comanche,0,0,doc2463718|doc2203115|doc48789|doc1114364|doc1597213,blocker_8c13aead76
test31,who do you meet at the gates of heaven,0,0,doc1751271|doc2497528|doc617456|doc1064046|doc107514,blocker_2884aa66d6
test32,what are bulls used for on a farm,0,0,doc112425|doc1111557|doc338323|doc1036804|doc237821,blocker_dcf753f565
test33,is spain the second largest country in europe,0,0,doc280844|doc2184870|doc1251140|doc2227921|doc718654,blocker_47d6d9a859
test34,difference between single layer perceptron and multilayer perceptron,0,0,doc1887148|doc1842832|doc1876921|doc1984159|doc526930,blocker_0ec0fb3cc6
test35,what is the meaning of the dragon boat festival,0,0,doc141048|doc433780|doc2409512|doc2130765|doc2498117,blocker_87403e36bf
test36,who is edmund on days of our lives,0,0,doc1563544|doc1214056|doc657817|doc1549983|doc1152232,blocker_c00a0bb64b
test37,i want to be with you everywhere song,0,0,doc1182696|doc542547|doc1157349|doc1116351|doc27853,blocker_9a9bba70f8
test38,what degree is a crock pot on low,0,0,doc1283272|doc837011|doc696605|doc1445981|doc2274638,blocker_836f12fede
test39,royal society for the protection of birds number of members,0,0,doc417438|doc949593|doc2228505|doc198603|doc2636542,blocker_3c75347278
test40,when was theme from a summer place released,0,0,doc849834|doc173110|doc2436593|doc534968|doc1345386,blocker_807c737819
test41,when does jenny humphrey come back to gossip girl,0,0,doc2303513|doc1970947|doc492501|doc770800|doc92029,blocker_c5c40a1174
test42,when did athens emerges as wealthiest greek city state,0,0,doc387900|doc230413|doc2450658|doc493854|doc2081961,blocker_48b5cb7d05
test43,why does king from tekken wear a mask,1,0,blocker_b7dccd4f09|doc1050214|doc702903|doc107514|doc1456179,blocker_76b38f351b
test44,who sings war don't let me down,0,0,doc921251|doc1182696|doc222348|doc1116351|doc534968,blocker_0a97f8e100
test45,who invented the frisbee and how did it get its name,0,0,doc1712829|doc428685|doc82619|doc1792558|doc1143002,blocker_6254085131
test46,who plays v on orange is the new black,0,0,doc2497528|doc2274638|doc657817|doc107514|doc631408,blocker_8940651046
test47,how long prime minister stay in office canada,0,0,doc63279|doc709042|doc1843802|doc2220227|doc1491594,blocker_8a6432c04d
test48,where was the movie jeremiah johnson filmed at,0,0,doc489210|doc173131|doc1624091|doc954669|doc276136,blocker_3db8161a66
test49,when do willow and tara get back together,0,0,doc1235103|doc2274638|doc770800|doc2054619|doc2303513,blocker_d2248de29d
test50,do all private schools have uniforms in america,0,0,doc1286953|doc759384|doc1646452|doc50594|doc282278,blocker_aec6218f68
test51,who performed the first c section in 1794,0,0,doc698317|doc901422|doc2103919|doc2507928|doc63279,blocker_0bfd6d28aa
test52,who sang in the movie i walk the line,0,0,doc1182696|doc565405|doc222348|doc1157349|doc866759,blocker_6620cea712
test53,where did aeneas go when he left carthage,0,0,doc230413|doc363848|doc237821|doc770800|doc1721609,blocker_18f474da05
test54,when does the new season of lost in space come out,0,0,doc1252834|doc1383499|doc1229689|doc390336|doc1105221,blocker_8c280a7200
test55,who are involved in selling product of mutual fund and insurance,0,0,doc1018938|doc1506015|doc428685|doc1340162|doc2513872,blocker_65589641df
test56,when was the last time the military drafted,0,0,doc1669047|doc136568|doc1474041|doc1975597|doc192961,blocker_00b73114ca
test57,where was the capital of the habsburg empire located,0,0,doc144469|doc1808634|doc1350272|doc230413|doc387900,blocker_977d4b789c
test58,who plays general hux in the last jedi,0,0,doc2302087|doc913180|doc2070838|doc1298513|doc303382,blocker_2adbce821e
test59,what happened to the brother in the accountant,0,0,doc2302087|doc1506015|doc657817|doc1339772|doc2274638,blocker_b688eff6dd
test60,when were the winnie the pooh books written,0,0,doc669310|doc2147727|doc269304|doc1581846|doc1407598,blocker_c45a62f406
test61,where does the electron transport chain pumps protons,0,0,doc2142645|doc2222350|doc2349439|doc1011402|doc140621,blocker_5e10a1b092
test62,who wrote the theme song for mission impossible,0,0,doc2185686|doc838345|doc565405|doc222348|doc2498117,blocker_5c556e05e3
test63,what's the point of having a belly button,0,0,doc2388149|doc1544064|doc2486392|doc2039332|doc2409512,blocker_05887232d9
test64,where is the slide placed on the microscope,0,0,doc810761|doc1486493|doc2218106|doc1829334|doc1984159,blocker_ebde1cc33b
test65,when was the seat moved to the capitol,0,0,doc63279|doc625772|doc278648|doc2368197|doc1036804,blocker_a3d592b1bd
test66,when is chinese new year and what year is it,0,0,doc1570005|doc669310|doc978365|doc702735|doc830978,blocker_b243241a09
test67,what's on each level of the eiffel tower,0,0,doc1733953|doc2430473|doc524363|doc480494|doc469966,blocker_4ea437bb93
test68,who starred in the remake of true grit,0,0,doc1584514|doc2147727|doc657817|doc2302087|doc954669,blocker_c93b2e6d6a
test69,how many students attend university of texas at austin,0,0,doc1083835|doc1447845|doc147588|doc758993|doc1527306,blocker_8a03b060cb
test70,when does isle of dogs come out in us,0,0,doc2201929|doc223192|doc1509781|doc1970947|doc173110,blocker_5fac7f7907
test71,a justice of the supreme court may write a dissenting opinion to,0,0,doc1958974|doc1863283|doc2329112|doc2544719|doc2559194,blocker_ff7fa96283
test72,when does the new gotham season come out,0,0,doc849834|doc276136|doc390336|doc33565|doc92029,blocker_d932cbb360
test73,a description of the history and meaning of the 1st amendment,0,0,doc2643714|doc1120228|doc50594|doc31882|doc662650,blocker_823b015f23
test74,who named all the animals in the world,0,0,doc1712829|doc1491594|doc424885|doc2125407|doc543341,blocker_2f22c62d31
test75,how long do nhl players stay on waivers,0,0,doc553468|doc868424|doc770800|doc2274638|doc471425,blocker_229b320335
test76,what year did the price is right first air,0,0,doc123135|doc2391033|doc901422|doc1032517|doc2485080,blocker_8cb2c514da
test77,who stepped out of the dithyrambic chorus to become the first actor,0,0,doc389001|doc2625339|doc2498117|doc2054619|doc63349,blocker_50c4eebfaf
test78,when did the not in this lifetime tour start,0,0,doc2054619|doc534968|doc1895555|doc1637720|doc2436593,blocker_739c2c6642
test79,who sings jungle book i wanna be like you,0,0,doc2147727|doc1182696|doc866759|doc222348|doc1116351,blocker_f48d7553c7
test80,which best describes timbuktu under the mali empire,0,0,doc214703|doc1072331|doc48789|doc614373|doc1416075,blocker_7067c9ad72
test81,who sings two pints of lager and a packet of crisps,0,0,doc222348|doc2312421|doc1575818|doc1157349|doc27853,blocker_9015d4aec0
test82,when did the apple iphone se come out,0,0,doc1653445|doc1846261|doc1742433|doc2098655|doc1198897,blocker_6c7f1c7de9
test83,where do they put the tomb vampires in order to burn them during founders day,0,0,doc82619|doc686674|doc2081961|doc1459819|doc623285,blocker_65d6e3e3e5
test84,which government had more power under the articles of confederation,0,0,doc2692|doc1312849|doc507638|doc2101693|doc1338035,blocker_b2a12a7eda
test85,when was the debating club established in almora,0,0,doc471425|doc2445948|doc698317|doc662650|doc1985070,blocker_d08622fcf5
test86,how many super bowl games has the patriots played in,0,0,doc323378|doc362205|doc721454|doc2455664|doc872285,blocker_18cf63fff0
test87,when was the first underwater cable laid beneath the english channel,0,0,doc2391033|doc901422|doc1179039|doc1887148|doc813304,blocker_5015052dee
test88,where is the setting for beauty and the beast,0,0,doc1291196|doc1775041|doc41739|doc2436593|doc2642350,blocker_f8fd9d6e44
test89,where is the food stored in a yam plant,0,0,doc214703|doc1111557|doc495063|doc242965|doc302350,blocker_02db9ede8b
test90,where does the donkey talk in the bible,0,0,doc1021514|doc2125407|doc484769|doc232246|doc2203115,blocker_1cf8539954
test91,who sang the most number of songs in the world,0,0,doc222348|doc2004309|doc23020|doc1539793|doc1390161,blocker_97f497e31b
test92,when is the haunted mansion nightmare before christmas,0,0,doc276877|doc41739|doc2436593|doc534968|doc2409512,blocker_5588194944
test93,where did the ashes from ash wednesday originate,0,0,doc2100278|doc82619|doc698317|doc48789|doc2021743,blocker_0791baf293
test94,who sings it's my party and i cry if i want to,0,0,doc219226|doc1287981|doc1182696|doc866759|doc704364,blocker_1aeeebcd82
test95,what are some elements that are similar to silver,0,0,doc308750|doc1506015|doc1299529|doc864155|doc2302087,blocker_ed2d6c982a
test96,when was the chain first used for f1,0,0,doc1779852|doc2485080|doc901422|doc1011402|doc2002119,blocker_19358c14c3
test97,when was you'll never walk alone first released,0,0,doc704364|doc222348|doc1390161|doc534968|doc1155277,blocker_1357de5930
test98,what year is the deer hunter set in,0,0,doc1509781|doc1506015|doc1816455|doc489210|doc2606039,blocker_21611ab342
test99,who controlled the house and the senate in 2012,0,0,doc1970949|doc190224|doc278648|doc507638|doc294085,blocker_9fa7972e4b
